name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),veg_nonveg_type,famous_dish,success_rate,cancellation_rate,latitude,longitude,distance_km
Smoke House Deli,1,1,4.6,5436,Indiranagar,Casual Dining,"Cappuccino, Pasta, Cucumber Spritzer, Cocktails, Murgh Platter, Mocktails, Burgers","European, Italian, Desserts, Salad, Juices, Steak",1600.0,Delivery,Koramangala 6th Block,Veg,Cappuccino,0.7718799626529209,0.22812003734707909,12.9719,77.6412,3.9894843527558077
Firangi Bake,1,0,4.1,95,Btm,Delivery,"Lasagne, Subz-e-royal Pot Rice","Mexican, Italian",600.0,Delivery,Koramangala 6th Block,Veg,Lasagne,0.5386492963080013,0.4613507036919987,12.9716,77.5946,1.1799233423387865
Yum In My Tum,1,0,4.2,114,Btm,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta","Chinese, Continental, Fast Food, Healthy Food",300.0,Delivery,Koramangala 6th Block,Veg,Momos,0.5865433851856501,0.4134566148143499,12.9716,77.5946,1.1799233423387865
Barbeque Delight,1,0,3.8,66,Koramangala 5Th Block,Casual Dining,"Tandoori Chicken, Paratha","Arabian, Kerala, North Indian, Chinese, BBQ",800.0,Delivery,Koramangala 6th Block,Veg,Tandoori Chicken,0.5856427901403459,0.4143572098596541,12.9716,77.5946,1.1799233423387865
Delite Chaat House,1,0,3.9,501,Koramangala 6Th Block,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati",300.0,Delivery,Koramangala 6th Block,Veg,Chaat,0.5154413747313393,0.48455862526866067,12.9716,77.5946,1.1799233423387865
Pensiri Cafe,1,0,3.6,48,Hsr,"Takeaway, Delivery",North Indian,North Indian,300.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.5836529136822373,0.41634708631776274,12.9716,77.5946,1.1799233423387865
Adyar Ananda Bhavan - Sweets,1,0,3.4,7,Btm,"Takeaway, Delivery",Mithai,"Mithai, Desserts",200.0,Delivery,Koramangala 6th Block,Veg,Mithai,0.4824554673798528,0.5175445326201472,12.9716,77.5946,1.1799233423387865
Biryani Trip,1,0,4.0,62,Indiranagar,Delivery,"Raita, Chicken Biryani",Biryani,400.0,Delivery,Koramangala 6th Block,Non-Veg,Raita,0.6846519066687193,0.31534809333128067,12.9719,77.6412,3.9894843527558077
Srinidhi Sagar,1,0,3.9,162,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",40.0,Delivery,Koramangala 6th Block,Veg,Masala Dosa,0.5688212487041368,0.43117875129586325,12.9716,77.5946,1.1799233423387865
Cupcake Bliss,1,0,3.6,8,Domlur,Delivery,Bakery,Bakery,250.0,Delivery,Koramangala 6th Block,Veg,Bakery,0.6104097226839192,0.38959027731608076,12.9716,77.5946,1.1799233423387865
Gelato Italiano,1,0,3.8,32,Btm,"Food Court, Dessert Parlor",Ice Cream,"Ice Cream, Bakery, Desserts",200.0,Delivery,Koramangala 6th Block,Veg,Ice Cream,0.6104543034319987,0.3895456965680013,12.9716,77.5946,1.1799233423387865
AlienSip,1,0,3.6,11,Btm,Beverage Shop,Juices,Juices,200.0,Delivery,Koramangala 6th Block,Veg,Juices,0.494640801030355,0.505359198969645,12.9716,77.5946,1.1799233423387865
Darshan Paradise Restaurant,1,0,3.6,16,Btm,Quick Bites,North Indian,"North Indian, Chinese",300.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.4602006347209855,0.5397993652790145,12.9716,77.5946,1.1799233423387865
Eatsomnia,1,0,3.5,433,Koramangala 1St Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500.0,Delivery,Koramangala 6th Block,Veg,Naan,0.5258988110276568,0.4741011889723432,12.9716,77.5946,1.1799233423387865
Axomi - Taste of Assam,1,0,4.1,616,Koramangala 7Th Block,Casual Dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,500.0,Delivery,Koramangala 6th Block,Veg,Thali,0.5693469315263627,0.43065306847363727,12.9716,77.5946,1.1799233423387865
PSV's Andhra Paradise,1,0,3.5,117,Hsr,Casual Dining,"Chicken Guntur, Biryani, Thali","Andhra, Chinese, North Indian, Hyderabadi",600.0,Delivery,Koramangala 6th Block,Veg,Chicken Guntur,0.5935712526925633,0.4064287473074367,12.9716,77.5946,1.1799233423387865
Moolehatti Donne Biryani Mane,1,0,3.6,218,Hsr,Quick Bites,"Mutton Biryani, Chicken Kebab, Donne Biryani","Biryani, Chinese, North Indian, Kebab",400.0,Delivery,Koramangala 6th Block,Both,Mutton Biryani,0.5165424976901332,0.48345750230986684,12.9716,77.5946,1.1799233423387865
Dindigul Time Pass Restaurant,1,0,3.2,115,Hsr,Casual Dining,South Indian,"South Indian, North Indian, Chinese, Biryani",700.0,Delivery,Koramangala 6th Block,Both,South Indian,0.46202946937444156,0.5379705306255584,12.9716,77.5946,1.1799233423387865
Occasions,1,0,4.3,190,Koramangala 4Th Block,Bakery,"Cup Cake, Chocolate Truffle, Dutch Truffle, Blueberry Cheesecake","Bakery, Desserts",400.0,Delivery,Koramangala 6th Block,Veg,Cup Cake,0.5460914838072555,0.4539085161927445,12.9716,77.5946,1.1799233423387865
Krispy Kreme,1,0,3.9,151,Hsr,Dessert Parlor,"Donut, Chocolate Doughnut, Chocolate Milkshake, Filter Coffee","Desserts, Beverages",300.0,Delivery,Koramangala 6th Block,Veg,Donut,0.5861521529353573,0.4138478470646427,12.9716,77.5946,1.1799233423387865
Chung Wah,1,0,4.0,314,Koramangala 5Th Block,Casual Dining,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Fried Rice Chicken","Chinese, Thai, Momos, Vietnamese",800.0,Delivery,Koramangala 6th Block,Veg,Noodles,0.5218853687923922,0.4781146312076078,12.9716,77.5946,1.1799233423387865
El Salver,1,1,3.9,74,Btm,Casual Dining,Fish Curry,"North Indian, Chinese, South Indian",900.0,Delivery,Koramangala 6th Block,Veg,Fish Curry,0.5859407619938457,0.4140592380061543,12.9716,77.5946,1.1799233423387865
Tibetan Kitchen,1,0,4.3,246,Koramangala 5Th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo","Tibetan, Chinese, Continental, Momos",600.0,Delivery,Koramangala 6th Block,Veg,Noodles,0.6458890920283221,0.3541109079716779,12.9716,77.5946,1.1799233423387865
Broadway - The Gourmet Theatre,1,1,4.2,1155,Hsr,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0,Delivery,Koramangala 6th Block,Veg,Sushi,0.5831020333746659,0.41689796662533407,12.9716,77.5946,1.1799233423387865
Karahi Kitchen,1,0,4.1,168,Koramangala 5Th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300.0,Delivery,Koramangala 6th Block,Non-Veg,Chicken Biryani,0.6383232931288324,0.3616767068711676,12.9716,77.5946,1.1799233423387865
Midnight Restro,1,0,3.4,55,Btm,Delivery,North Indian,"North Indian, Fast Food",500.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.4872365037008374,0.5127634962991626,12.9716,77.5946,1.1799233423387865
Masale Daan,1,0,3.700448817952718,0,Btm,Quick Bites,North Indian,North Indian,350.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.4639939174488788,0.5360060825511213,12.9716,77.5946,1.1799233423387865
Makers of Milkshakes,1,0,4.2,56,Koramangala 5Th Block,Beverage Shop,"Vanilla Ice Cream, Chocolate Milkshake",Beverages,400.0,Delivery,Koramangala 6th Block,Veg,Vanilla Ice Cream,0.6782624658750002,0.32173753412499984,12.9716,77.5946,1.1799233423387865
Pin Me Down,1,1,4.5,816,Btm,Casual Dining,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala","Continental, Mexican, Chinese, North Indian",800.0,Delivery,Koramangala 6th Block,Veg,Paneer Tikka,0.6058701975320255,0.39412980246797447,12.9716,77.5946,1.1799233423387865
Andhra Mess,1,0,3.2,128,Domlur,Mess,Andhra,"Andhra, Biryani, Chinese",400.0,Delivery,Koramangala 6th Block,Non-Veg,Andhra,0.5026348958846167,0.49736510411538326,12.9716,77.5946,1.1799233423387865
Basmati Delights,1,0,4.0,870,Btm,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,Delivery,Koramangala 6th Block,Both,Tandoori Chicken,0.6117959024095866,0.3882040975904134,12.9716,77.5946,1.1799233423387865
The Milkshake Theory,1,0,4.0,48,Koramangala 5Th Block,Beverage Shop,Beverages,"Beverages, Fast Food",400.0,Delivery,Koramangala 6th Block,Veg,Beverages,0.5953147470042021,0.40468525299579794,12.9716,77.5946,1.1799233423387865
Classic Shop,1,0,3.8,11,Btm,Beverage Shop,Beverages,"Beverages, Juices",150.0,Delivery,Koramangala 6th Block,Veg,Beverages,0.5687891509295866,0.4312108490704134,12.9716,77.5946,1.1799233423387865
Smally's Resto Cafe,1,1,4.2,1705,Koramangala 5Th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650.0,Delivery,Koramangala 6th Block,Veg,Burgers,0.5818791637993763,0.4181208362006237,12.9716,77.5946,1.1799233423387865
Waffle Head,1,0,4.0,39,Btm,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300.0,Delivery,Koramangala 6th Block,Veg,Marshmallow,0.6602625846378737,0.3397374153621263,12.9716,77.5946,1.1799233423387865
Waffle Magic,1,0,4.1,87,Koramangala 6Th Block,Cafe,Waffles,"Cafe, Desserts",700.0,Delivery,Koramangala 6th Block,Veg,Waffles,0.6368630753807544,0.3631369246192456,12.9716,77.5946,1.1799233423387865
Tenzin Kitchen,1,0,4.2,534,Koramangala 7Th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450.0,Delivery,Koramangala 6th Block,Veg,Momos,0.6332704221138509,0.3667295778861491,12.9716,77.5946,1.1799233423387865
Bharanis,1,0,3.7,16,Domlur,Casual Dining,Andhra,"Andhra, Biryani",600.0,Delivery,Koramangala 6th Block,Non-Veg,Andhra,0.4711363593268801,0.52886364067312,12.9716,77.5946,1.1799233423387865
Kairali,1,0,3.9,172,Btm,Quick Bites,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","South Indian, Seafood, Biryani",300.0,Delivery,Koramangala 6th Block,Both,Beef Fry,0.5166471955708405,0.4833528044291595,12.9716,77.5946,1.1799233423387865
Chef Delicacies,1,0,3.1,7,Btm,"Takeaway, Delivery",Kebab,"Kebab, Rolls",400.0,Delivery,Koramangala 6th Block,Non-Veg,Kebab,0.49549759369187263,0.5045024063081274,12.9716,77.5946,1.1799233423387865
Stoner,1,0,4.5,2621,Koramangala 5Th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,Koramangala 6th Block,Veg,Burgers,0.5840303856699119,0.41596961433008806,12.9716,77.5946,1.1799233423387865
Poha House,1,0,3.6,11,Btm,Quick Bites,Maharashtrian,Maharashtrian,200.0,Delivery,Koramangala 6th Block,Veg,Maharashtrian,0.5421312481300984,0.4578687518699016,12.9716,77.5946,1.1799233423387865
ReFresh Juice Junction,1,0,4.1,57,Koramangala 1St Block,"Beverage Shop, Quick Bites","Pasta, Burgers, Sandwiches","Juices, Fast Food",200.0,Delivery,Koramangala 6th Block,Veg,Pasta,0.5219570821839509,0.47804291781604913,12.9716,77.5946,1.1799233423387865
Nagas,1,0,3.0,7,Hsr,Quick Bites,Andhra,"Andhra, Hyderabadi, North Indian",300.0,Delivery,Koramangala 6th Block,Veg,Andhra,0.4067231734819338,0.5932768265180661,12.9716,77.5946,1.1799233423387865
Juice Shop,1,0,3.7,16,Hsr,"Takeaway, Delivery",Juices,"Juices, Beverages, Ice Cream",150.0,Delivery,Koramangala 6th Block,Veg,Juices,0.4672317907192817,0.5327682092807182,12.9716,77.5946,1.1799233423387865
Malabar Bay,1,1,4.2,1544,Btm,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices",800.0,Delivery,Koramangala 6th Block,Non-Veg,Panneer Butter Masala,0.6398243321959592,0.36017566780404076,12.9716,77.5946,1.1799233423387865
Sweet Truth,1,0,4.2,50,Koramangala 8Th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500.0,Delivery,Koramangala 6th Block,Veg,Cheesecake,0.6567092322875324,0.3432907677124676,12.9716,77.5946,1.1799233423387865
Punjabi Swag,1,0,3.9,707,Btm,Casual Dining,"Lassi, Murgh Lababdar, Chaap, Patiala Paneer, Butter Chicken, Butter Paneer, Chicken Rara",North Indian,500.0,Delivery,Koramangala 6th Block,Veg,Lassi,0.5925018742894935,0.4074981257105065,12.9716,77.5946,1.1799233423387865
Tarbouche,1,0,4.0,269,Koramangala 5Th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300.0,Delivery,Koramangala 6th Block,Veg,Falafel,0.6026860916096105,0.3973139083903895,12.9716,77.5946,1.1799233423387865
Chowpatty,1,0,3.6,95,Koramangala 1St Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300.0,Delivery,Koramangala 6th Block,Veg,Pav Bhaji,0.5350911482297974,0.4649088517702026,12.9716,77.5946,1.1799233423387865
The Good Bowl,1,0,3.6,11,Koramangala 1St Block,"Takeaway, Delivery",Italian,"Italian, North Indian, Biryani",500.0,Delivery,Koramangala 6th Block,Both,Italian,0.5593307306766119,0.4406692693233881,12.9716,77.5946,1.1799233423387865
GKT Biryani World,1,0,3.7,84,Hsr,Quick Bites,"Pizza, Chicken Biryani","Biryani, Italian, BBQ",350.0,Delivery,Koramangala 6th Block,Non-Veg,Pizza,0.5623514290014742,0.43764857099852583,12.9716,77.5946,1.1799233423387865
Gramin,1,0,4.3,3461,Koramangala 7Th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600.0,Delivery,Koramangala 6th Block,Veg,Chaach,0.5384311644446276,0.4615688355553724,12.9716,77.5946,1.1799233423387865
Chef All Nite,1,0,3.8,464,Btm,Quick Bites,"Paneer Manchurian, Gulab Jamun, Noodles, Chicken Noodle, Butter Chicken, Vegetable Biryani","Chinese, North Indian",300.0,Delivery,Koramangala 6th Block,Veg,Paneer Manchurian,0.6035852988602685,0.39641470113973154,12.9716,77.5946,1.1799233423387865
Nuts Over Salads Cafe,1,1,4.4,208,Koramangala 5Th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Clear Soup","Cafe, Salad",800.0,Delivery,Koramangala 6th Block,Veg,Salad,0.6687648224326459,0.3312351775673541,12.9716,77.5946,1.1799233423387865
WAFL Co,1,0,4.2,53,Koramangala 5Th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400.0,Delivery,Koramangala 6th Block,Veg,Waffles,0.5828289877446463,0.4171710122553537,12.9716,77.5946,1.1799233423387865
Fujian Express,1,0,3.2,16,Hsr,Quick Bites,Chinese,"Chinese, Thai, American, Momos",200.0,Delivery,Koramangala 6th Block,Veg,Chinese,0.376574834716027,0.6234251652839731,12.9716,77.5946,1.1799233423387865
Taza Khaana,1,0,3.1,175,Hsr,Delivery,Chinese,"Chinese, North Indian",450.0,Delivery,Koramangala 6th Block,Veg,Chinese,0.4777427602170816,0.5222572397829184,12.9716,77.5946,1.1799233423387865
Tawa Ghar Ka,1,0,3.8,331,Hsr,Quick Bites,"Mushroom Masala, Thali, Aloo Paratha, Roti, Samosa, Panneer Butter Masala",North Indian,350.0,Delivery,Koramangala 6th Block,Veg,Mushroom Masala,0.5722325173931366,0.42776748260686337,12.9716,77.5946,1.1799233423387865
Pizza Stop,1,0,3.2,166,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600.0,Delivery,Koramangala 6th Block,Veg,Pasta,0.4559344760620719,0.5440655239379282,12.9716,77.5946,1.1799233423387865
Sri Dalma,1,0,3.8,78,Hsr,Quick Bites,"Thali, Mutton Handi","Oriya, Bengali",350.0,Delivery,Koramangala 6th Block,Veg,Thali,0.5607251953428097,0.43927480465719027,12.9716,77.5946,1.1799233423387865
The Mylapore Cafe,1,0,4.1,121,Hsr,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",200.0,Delivery,Koramangala 6th Block,Veg,Masala Dosa,0.6432486193623969,0.35675138063760314,12.9716,77.5946,1.1799233423387865
Awesome Foods,1,0,3.7,27,Btm,Quick Bites,Chinese,"Chinese, North Indian",300.0,Delivery,Koramangala 6th Block,Veg,Chinese,0.6578573121504998,0.3421426878495002,12.9716,77.5946,1.1799233423387865
Desipun,1,1,4.2,348,Koramangala 5Th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700.0,Delivery,Koramangala 6th Block,Veg,Paneer Tikka Masala,0.613547655128683,0.38645234487131697,12.9716,77.5946,1.1799233423387865
Food And You,1,0,3.9,35,Btm,Quick Bites,North Indian,"North Indian, South Indian, Gujarati",350.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.5798194958547344,0.42018050414526564,12.9716,77.5946,1.1799233423387865
Lassi Darbar,1,0,3.7,13,Btm,Beverage Shop,Ice Cream,"Ice Cream, Juices, Beverages",200.0,Delivery,Koramangala 6th Block,Veg,Ice Cream,0.49654225776164296,0.503457742238357,12.9716,77.5946,1.1799233423387865
Tata Cha,1,0,3.6,32,Koramangala 7Th Block,Cafe,Cafe,"Cafe, Tea, North Indian",500.0,Delivery,Koramangala 6th Block,Veg,Cafe,0.5005007399064944,0.49949926009350565,12.9716,77.5946,1.1799233423387865
Beer Adda,1,1,4.3,549,Koramangala 5Th Block,"Casual Dining, Pub","Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","North Indian, Chinese, Pizza",1000.0,Delivery,Koramangala 6th Block,Veg,Sea Food,0.615482801941502,0.38451719805849804,12.9716,77.5946,1.1799233423387865
Boston Barista - Kappayum Curriyum,1,0,3.6,64,Btm,Quick Bites,Kerala,Kerala,400.0,Delivery,Koramangala 6th Block,Veg,Kerala,0.5850265861801763,0.41497341381982367,12.9716,77.5946,1.1799233423387865
Tetto,1,0,3.7,130,Koramangala 1St Block,"Casual Dining, Bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Continental,1200.0,Delivery,Koramangala 6th Block,Veg,Burgers,0.5807649030105284,0.4192350969894716,12.9716,77.5946,1.1799233423387865
Manchu Cafe,1,0,3.8,23,Btm,Quick Bites,Chinese,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300.0,Delivery,Koramangala 6th Block,Veg,Chinese,0.6468776006604742,0.3531223993395258,12.9716,77.5946,1.1799233423387865
Koramangala Social,1,0,4.6,4695,Koramangala 7Th Block,Lounge,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","American, North Indian, Chinese, Finger Food",1500.0,Delivery,Koramangala 6th Block,Veg,Manchow Soup,0.6591685866542518,0.3408314133457482,12.9716,77.5946,1.1799233423387865
Kick Out the Jams,1,0,4.0,529,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350.0,Delivery,Koramangala 6th Block,Veg,Burgers,0.5182417210493003,0.48175827895069967,12.9716,77.5946,1.1799233423387865
Pasta Street,1,1,4.5,263,Koramangala 4Th Block,Casual Dining,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","Italian, Pizza, Salad",1300.0,Delivery,Koramangala 6th Block,Veg,Pasta,0.6972916467617967,0.30270835323820333,12.9716,77.5946,1.1799233423387865
Punjabi by Nature 2.0,0,0,4.2,3236,Btm,"Casual Dining, Microbrewery","Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",North Indian,400.0,Delivery,Koramangala 6th Block,Veg,Paneer Tikki,0.5301188743290325,0.4698811256709675,12.9716,77.5946,1.1799233423387865
Bangaliana,1,0,3.9,454,Koramangala 7Th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600.0,Delivery,Koramangala 6th Block,Veg,Sea Food,0.5722481361215694,0.42775186387843056,12.9716,77.5946,1.1799233423387865
Calorie Express,1,0,3.6,193,Btm,Delivery,Chicken Sandwich,Healthy Food,450.0,Delivery,Koramangala 6th Block,Veg,Chicken Sandwich,0.3051596832494117,0.6948403167505883,12.9716,77.5946,1.1799233423387865
Appam & Curry,1,0,3.8,18,Koramangala 1St Block,Quick Bites,Kerala,"Kerala, South Indian",200.0,Delivery,Koramangala 6th Block,Veg,Kerala,0.5131443593955569,0.4868556406044431,12.9716,77.5946,1.1799233423387865
Roots,1,1,4.5,1889,Koramangala 1St Block,"Casual Dining, Bar","Kadhai Murgh, Coffee Toffee, Pasta, Tandoori Chicken, Dum Aloo, Tandoori Pomfret, Butter Chicken","North Indian, South Indian, Chinese, Continental, Mangalorean",1200.0,Delivery,Koramangala 6th Block,Veg,Kadhai Murgh,0.6879426959154543,0.3120573040845457,12.9716,77.5946,1.1799233423387865
The Kitchen Story,1,0,3.3,19,Hsr,Delivery,North Indian,"North Indian, Chinese",300.0,Delivery,Koramangala 6th Block,Veg,North Indian,0.44286799135552396,0.557132008644476,12.9716,77.5946,1.1799233423387865
Keto Kitchen,1,0,3.6,17,Koramangala 7Th Block,Quick Bites,Healthy Food,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,Delivery,Koramangala 6th Block,Veg,Healthy Food,0.5345593021434637,0.4654406978565363,12.9716,77.5946,1.1799233423387865
Assi Tussi Lassi,1,0,3.6,26,Ejipura,Beverage Shop,Beverages,"Beverages, Fast Food, Ice Cream",200.0,Delivery,Koramangala 6th Block,Veg,Beverages,0.6203911754854239,0.3796088245145761,12.9716,77.5946,1.1799233423387865
